t,E0,E1,E2,E3,E4,E5,E6,E7
3.913043478260869179e+00,-1.841364537944777613e+00,-1.841037371280284773e+00,-7.260096353778496825e-01,-7.256824687133530682e-01,-6.090228188384069208e-01,-6.086956521739096404e-01,-5.066592503930156255e-01,-5.063320837285194553e-01
3.946488294314381307e+00,-1.831684500594499054e+00,-1.831340527523109829e+00,-7.237504582348629478e-01,-7.234064851634715021e-01,-6.056951436399504729e-01,-6.053511705685590272e-01,-5.025828717910737486e-01,-5.022388987196824139e-01
3.979933110367892990e+00,-1.822010959635642857e+00,-1.821649392059378814e+00,-7.214933026419957374e-01,-7.211317350657274750e-01,-6.023682565394761212e-01,-6.020066889632077478e-01,-4.985109680304379287e-01,-4.981494004541700549e-01
4.013377926421404673e+00,-1.812344036238340284e+00,-1.811964051168654777e+00,-7.192381909722157518e-01,-7.188582059025273585e-01,-5.990421924275449728e-01,-5.986622073578569125e-01,-4.944436379082660094e-01,-4.940636528385778381e-01
4.046822742474915913e+00,-1.802683854717927803e+00,-1.802284592748637504e+00,-7.169851459142416727e-01,-7.165858839449468221e-01,-5.957169877218008169e-01,-5.953177257525058552e-01,-4.903809830511787204e-01,-4.899817210818842583e-01
4.080267558528428040e+00,-1.793030542638367253e+00,-1.792611106349725647e+00,-7.147341904778200528e-01,-7.143147541891736729e-01,-5.923926804358004006e-01,-5.919732441471545759e-01,-4.863231080133902373e-01,-4.859036717247441350e-01
4.113712374581939279e+00,-1.783384230919677016e+00,-1.782943683210367114e+00,-7.124853479991080096e-01,-7.120448002897951101e-01,-5.890693102511183055e-01,-5.886287625418040736e-01,-4.822701203787645441e-01,-4.818295726694521441e-01
4.147157190635451407e+00,-1.773745053949583594e+00,-1.773282416293201047e+00,-7.102386421461526211e-01,-7.097760044897680753e-01,-5.857469185928361188e-01,-5.852842809364521282e-01,-4.782221308669770687e-01,-4.777594932105930781e-01
4.180602006688962646e+00,-1.764113149699547023e+00,-1.763627400321979177e+00,-7.079940969244775673e-01,-7.075083475469072791e-01,-5.824255487086714700e-01,-5.819397993311006267e-01,-4.741792534439664419e-01,-4.736935040663966534e-01
4.214046822742474774e+00,-1.754488659845383491e+00,-1.753978731819327397e+00,-7.057517366827720240e-01,-7.052418086567111555e-01,-5.791052457518115482e-01,-5.785953177257502356e-01,-4.701416054368601216e-01,-4.696316774107995862e-01
4.247491638795986013e+00,-1.744871729892675027e+00,-1.744336509145335556e+00,-7.035115861186881370e-01,-7.029763653713447802e-01,-5.757860568677418689e-01,-5.752508361203987342e-01,-4.661093076535866575e-01,-4.655740869062436893e-01
4.280936454849498141e+00,-1.735262509307165857e+00,-1.734700832537004578e+00,-7.012736702847461867e-01,-7.007119935145815770e-01,-5.724680312852121755e-01,-5.719063545150474548e-01,-4.620824845073709386e-01,-4.615208077372066620e-01
4.314381270903010268e+00,-1.725661151650393021e+00,-1.725071804148547772e+00,-6.990380145943515533e-01,-6.984486670925008633e-01,-5.691512204115470874e-01,-5.685618729096962864e-01,-4.580612641463435719e-01,-4.574719166444931595e-01
4.347826086956521507e+00,-1.716067814720765305e+00,-1.715449528092572118e+00,-6.968046448279274774e-01,-6.961863581997299599e-01,-5.658356779325424135e-01,-5.652173913043453402e-01,-4.540457785884912667e-01,-4.534274919602941378e-01
4.381270903010033635e+00,-1.706482660700340714e+00,-1.705834110482182142e+00,-6.945735871391586214e-01,-6.939250369209966074e-01,-5.625214599171555196e-01,-5.618729096989949490e-01,-4.500361638621862559e-01,-4.493876136440246860e-01
4.414715719063544874e+00,-1.696905856307559191e+00,-1.696225659473970415e+00,-6.923448680613590867e-01,-6.916646712277660924e-01,-5.592086249272355536e-01,-5.585284280936421153e-01,-4.460325601525556016e-01,-4.453523633189629405e-01
4.448160535117057002e+00,-1.687337572956194354e+00,-1.686624285311945748e+00,-6.901185145139550059e-01,-6.894052268697016261e-01,-5.558972341325455480e-01,-5.551839464882911690e-01,-4.420351119539467355e-01,-4.413218243096939108e-01
4.481605351170568241e+00,-1.677777986920808040e+00,-1.677030100372416177e+00,-6.878945538090935896e-01,-6.871466672606971748e-01,-5.525873514313363044e-01,-5.518394648829412219e-01,-4.380439682287720626e-01,-4.372960816803760364e-01
4.515050167224080369e+00,-1.668227279508988969e+00,-1.667443219209815863e+00,-6.856730136583748525e-01,-6.848889533591995260e-01,-5.492790435767640478e-01,-5.484949832775891654e-01,-4.340592825730223980e-01,-4.332752222738472381e-01
4.548494983277591608e+00,-1.658685637240705057e+00,-1.657863758603531634e+00,-6.834539221797156783e-01,-6.826320435425391464e-01,-5.459723803094149730e-01,-5.451505016722383301e-01,-4.300812133887494948e-01,-4.292593347515732960e-01
4.581939799331103735e+00,-1.649153252035063799e+00,-1.648291837605687205e+00,-6.812373079043356761e-01,-6.803758934749558618e-01,-5.426674344962668650e-01,-5.418060200668877169e-01,-4.261099240638392960e-01,-4.252485096344599258e-01
4.615384615384614975e+00,-1.639630321404832225e+00,-1.638727577589957907e+00,-6.790231997838830358e-01,-6.781204559690133804e-01,-5.393642822764057598e-01,-5.384615384615355493e-01,-4.221455831594112529e-01,-4.212428393445419861e-01
4.648829431438127102e+00,-1.630117048659060597e+00,-1.629171102301431695e+00,-6.768116271976937215e-01,-6.758656808400617111e-01,-5.360630032138167245e-01,-5.351170568561851582e-01,-4.181883646051806069e-01,-4.172424182475492627e-01
4.682274247491638342e+00,-1.620613643114182434e+00,-1.619622537907398740e+00,-6.746026199601846685e-01,-6.736115147533976444e-01,-5.327636804576211249e-01,-5.317725752508336567e-01,-4.142384479031627764e-01,-4.132473426963761964e-01
4.715719063545150469e+00,-1.611120320313965681e+00,-1.610082013049335847e+00,-6.723962083283930857e-01,-6.713579010637603650e-01,-5.294664009101150981e-01,-5.284280936454830435e-01,-4.102960183400879424e-01,-4.092577110754554437e-01
4.749163879598661708e+00,-1.601637302258724693e+00,-1.600549658895847438e+00,-6.701924230096576451e-01,-6.691047796467765041e-01,-5.261712554030126832e-01,-5.250836120401317642e-01,-4.063612672089340072e-01,-4.052736238460530882e-01
4.782608695652173836e+00,-1.592164817644203811e+00,-1.591025609196711210e+00,-6.679912951694395584e-01,-6.668520867219435155e-01,-5.228783388822755285e-01,-5.217391304347805958e-01,-4.024343920399820473e-01,-4.012951835924862820e-01
4.816053511705685075e+00,-1.582703102110574411e+00,-1.581510000338020916e+00,-6.657928564393015280e-01,-6.645997546667443689e-01,-5.195877506019863645e-01,-5.183946488294298716e-01,-3.985155968418420125e-01,-3.973224950692849644e-01
4.849498327759197203e+00,-1.573252398501999938e+00,-1.572002971398407167e+00,-6.635971389250315822e-01,-6.623477118214357029e-01,-5.162995943276744715e-01,-5.150501672240791473e-01,-3.946050923528890420e-01,-3.933556652492935513e-01
4.882943143812708442e+00,-1.563812957137248327e+00,-1.562504664206387339e+00,-6.614041752149231179e-01,-6.600958822840596874e-01,-5.130139785495930749e-01,-5.117056856187279790e-01,-3.907030963035967308e-01,-3.893948033727333558e-01
4.916387959866220569e+00,-1.554385036091837868e+00,-1.553015223398812816e+00,-6.592139983882159271e-01,-6.578441856951868782e-01,-5.097310167064056374e-01,-5.083612040133770327e-01,-3.868098336902449086e-01,-3.854400209972162483e-01
4.949832775919731809e+00,-1.544968901492251856e+00,-1.543534796480453331e+00,-6.570266420236910987e-01,-6.555925370118903528e-01,-5.064508274198256110e-01,-5.050167224080238659e-01,-3.829255370605350040e-01,-3.814914320487345911e-01
4.983277591973243936e+00,-1.535564827822737843e+00,-1.534063533884723940e+00,-6.548421402084338983e-01,-6.533408462704176634e-01,-5.031735347406894876e-01,-5.016722408026729196e-01,-3.790504468116294157e-01,-3.775491528736135138e-01
5.016722408026756064e+00,-1.526173098245277027e+00,-1.524601589035534888e+00,-6.526605275467624034e-01,-6.510890183370169337e-01,-4.998992684070673875e-01,-4.983277591973228615e-01,-3.751848115011905405e-01,-3.736133022914451818e-01
5.050167224080267303e+00,-1.516794004933282425e+00,-1.515149118410295426e+00,-6.504818391693251156e-01,-6.488369526463346748e-01,-4.966281641149601911e-01,-4.949832775919721373e-01,-3.713288881719851164e-01,-3.696840016489949532e-01
5.083612040133779431e+00,-1.507427849419656907e+00,-1.505706281604080488e+00,-6.483061107423687686e-01,-6.465845429267900180e-01,-4.933603638021969995e-01,-4.916387959866206359e-01,-3.674829426906662255e-01,-3.657613748750874194e-01
5.117056856187290670e+00,-1.498074942959814804e+00,-1.496273241394934450e+00,-6.461333784771901012e-01,-6.443316769123066390e-01,-4.900960159461518750e-01,-4.882943143812695785e-01,-3.636472501013542358e-01,-3.618455485364709401e-01
5.150501672240802797e+00,-1.488735606910339238e+00,-1.486850163810330416e+00,-6.439636791397550519e-01,-6.420782360397426780e-01,-4.868352758759295074e-01,-4.849498327759174665e-01,-3.598220949946655534e-01,-3.579366518946534015e-01
5.183946488294314037e+00,-1.479410173123940186e+00,-1.477437218194790125e+00,-6.417970500605090223e-01,-6.398240951313568514e-01,-4.835783060997185245e-01,-4.816053511705662427e-01,-3.560077718928627011e-01,-3.540348169637108633e-01
5.217391304347826164e+00,-1.470098984361411842e+00,-1.468034577278653385e+00,-6.396335291443734361e-01,-6.375691220616119814e-01,-4.803252766479761959e-01,-4.782608695652150743e-01,-3.522045856518221107e-01,-3.501401785690607671e-01
5.250836120401337404e+00,-1.460802394721321562e+00,-1.458642417247981049e+00,-6.374731548809227100e-01,-6.353131774075806426e-01,-4.770763654332070836e-01,-4.749163879598632398e-01,-3.484128518805342800e-01,-3.462528744071928788e-01
5.284280936454849531e+00,-1.451520770088156276e+00,-1.449260917815619498e+00,-6.353159663547625069e-01,-6.330561140822228428e-01,-4.738317586270517356e-01,-4.715719063545129597e-01,-3.446328973788788108e-01,-3.423730451063393687e-01
5.317725752508360770e+00,-1.442254488599703288e+00,-1.439890262293359369e+00,-6.331620032561020572e-01,-6.307977769497554732e-01,-4.705916510555092636e-01,-4.682274247491631236e-01,-3.408650605944383294e-01,-3.385008342880919674e-01
5.351170568561872898e+00,-1.433003941134458392e+00,-1.430530637665249571e+00,-6.310113058915225448e-01,-6.285380024223095052e-01,-4.673562466130225523e-01,-4.648829431438108450e-01,-3.371096920991245582e-01,-3.346363886299126289e-01
5.384615384615384137e+00,-1.423769531819843115e+00,-1.421182234661983790e+00,-6.288639151949486639e-01,-6.262766180370848978e-01,-4.641257586963227766e-01,-4.615384615384598987e-01,-3.333671550864338862e-01,-3.307798579285705642e-01
5.418060200668896265e+00,-1.414551678562081971e+00,-1.411845247836382766e+00,-6.267198727388330060e-01,-6.240134420131318027e-01,-4.609004106588105998e-01,-4.581939799331078422e-01,-3.296378258901404568e-01,-3.269313951644388094e-01
5.451505016722407504e+00,-1.405350813598558402e+00,-1.402519875639948621e+00,-6.245792207455427292e-01,-6.217482827869289519e-01,-4.576804362863735598e-01,-4.548494983277573400e-01,-3.259220945252583324e-01,-3.230911565666449992e-01
5.484949832775919631e+00,-1.396167384073509599e+00,-1.393206320500426365e+00,-6.224420020989636093e-01,-6.194809385258768231e-01,-4.544660802954949563e-01,-4.515050167224063937e-01,-3.222203652521398176e-01,-3.192593016790530314e-01
5.518394648829430871e+00,-1.387001852637921084e+00,-1.383904788900411242e+00,-6.203082603563212505e-01,-6.172111966188091881e-01,-4.512575988545644012e-01,-4.481605351170545593e-01,-3.185330571645443865e-01,-3.154359934270336563e-01
5.551839464882942998e+00,-1.377854698074481909e+00,-1.374615491456919081e+00,-6.181780397602216759e-01,-6.149388331426557386e-01,-4.480552601292695503e-01,-4.448160535117033909e-01,-3.148606048025552884e-01,-3.116213981849900172e-01
5.585284280936454238e+00,-1.368726415948488428e+00,-1.365338643001885233e+00,-6.160513852509212906e-01,-6.126636123043134319e-01,-4.448593448529605254e-01,-4.414715719063517785e-01,-3.112034587912135830e-01,-3.078156858446059463e-01
5.618729096989966365e+00,-1.359617519285535536e+00,-1.356074462663583002e+00,-6.139283424788151144e-01,-6.103852858568599160e-01,-4.416701469229562527e-01,-4.381270903010021645e-01,-3.075620865057173692e-01,-3.040190298837623928e-01
5.652173913043477604e+00,-1.350528539276864892e+00,-1.346823173948895613e+00,-6.118089578171710397e-01,-6.081035924891986522e-01,-4.384879740236213852e-01,-4.347826086956512182e-01,-3.039369727640433005e-01,-3.002316074360715792e-01
5.685618729096989732e+00,-1.341460026013222340e+00,-1.337585004826377322e+00,-6.096932783750825813e-01,-6.058182571882348988e-01,-4.353131482771477323e-01,-4.314381270902987175e-01,-3.003286205478388204e-01,-2.964535993609915820e-01
5.719063545150501859e+00,-1.332412549248007894e+00,-1.328360187810077919e+00,-6.075813520106831955e-01,-6.035289905727516668e-01,-4.321460069228801881e-01,-4.280936454849475492e-01,-2.967375517523753725e-01,-2.926851903144429556e-01
5.752508361204013099e+00,-1.323386699190522098e+00,-1.319148960044050689e+00,-6.054732273445835311e-01,-6.012354881981094579e-01,-4.289869030260706761e-01,-4.247491638795972690e-01,-2.931643079663415197e-01,-2.889265688198676685e-01
5.785953177257525226e+00,-1.314383087330026401e+00,-1.309951563387471429e+00,-6.033689537735618114e-01,-5.989374298310059519e-01,-4.258362062168010720e-01,-4.214046822742456566e-01,-2.896094512822167122e-01,-2.851779273396610748e-01
5.819397993311036466e+00,-1.305402347291294118e+00,-1.300768244500315030e+00,-6.012685814845153409e-01,-5.966344786935344757e-01,-4.226943034598742432e-01,-4.180602006688940442e-01,-2.860735651378825128e-01,-2.814394623469032020e-01
5.852842809364548593e+00,-1.296445135722262609e+00,-1.291599254929488794e+00,-5.991721614686515984e-01,-5.943262806758748962e-01,-4.195615998563198001e-01,-4.147157190635415436e-01,-2.825572551900670248e-01,-2.777113743972901005e-01
5.886287625418059832e+00,-1.287512133214277599e+00,-1.282444851195337909e+00,-5.970797455359466710e-01,-5.920124635170036509e-01,-4.164385194771353937e-01,-4.113712374581910414e-01,-2.790611502201392202e-01,-2.739938682011959781e-01
5.919732441471571960e+00,-1.278604045255348431e+00,-1.273305294878448013e+00,-5.949913863298639249e-01,-5.896926359529615080e-01,-4.133255062297438442e-01,-4.080267558528396510e-01,-2.755859030726430792e-01,-2.702871526957406623e-01
5.953177257525083199e+00,-1.269721603216672934e+00,-1.264180852706609182e+00,-5.929071373423380198e-01,-5.873663868322724912e-01,-4.102230247575566757e-01,-4.046822742474891488e-01,-2.721321916268431007e-01,-2.665914411167773501e-01
5.986622073578595327e+00,-1.260865565372566000e+00,-1.255071796641850312e+00,-5.908270529290269302e-01,-5.850332841983081344e-01,-4.071315613728583305e-01,-4.013377926421379804e-01,-2.687007198013999787e-01,-2.629069510706816271e-01
6.020066889632106566e+00,-1.252036717953733058e+00,-1.245978403967428649e+00,-5.887511883248381928e-01,-5.826928743385302312e-01,-4.040516250230945516e-01,-3.979933110367872562e-01,-2.652922185921067211e-01,-2.592339046057985374e-01
6.053511705685618693e+00,-1.243235876233588666e+00,-1.236900957374623466e+00,-5.866795996597344853e-01,-5.803446808007657332e-01,-4.009837482904057282e-01,-3.946488294314374201e-01,-2.619074471424187589e-01,-2.555725282834495626e-01
6.086956521739129933e+00,-1.234463885647163250e+00,-1.227839745049219333e+00,-5.846123439748143191e-01,-5.779882033768692917e-01,-3.979284884240299469e-01,-3.913043478260855856e-01,-2.585471938462635677e-01,-2.519230532483185403e-01
6.120401337792642060e+00,-1.225721622941750022e+00,-1.218795060757514426e+00,-5.825494792386820553e-01,-5.756229170544446827e-01,-3.948864284049706797e-01,-3.879598662207344173e-01,-2.552122774823344376e-01,-2.482857152980966209e-01
6.153846153846153300e+00,-1.217009997358237339e+00,-1.209767203931693125e+00,-5.804910643640985857e-01,-5.732482709375517071e-01,-3.918581780419305716e-01,-3.846153846153821387e-01,-2.519035483787552820e-01,-2.446607549522081815e-01
6.187290969899665427e+00,-1.208329951841607963e+00,-1.200756479754404138e+00,-5.784371592249302196e-01,-5.708636871377230637e-01,-3.888443750972383484e-01,-3.812709030100325247e-01,-2.486218896066465511e-01,-2.410484175194391732e-01
6.220735785953176666e+00,-1.199682464278761351e+00,-1.191763199242369176e+00,-5.763878246733855626e-01,-5.684685596369898342e-01,-3.858456864410755305e-01,-3.779264214046811343e-01,-2.453682182006948764e-01,-2.374489531642991480e-01
6.254180602006688794e+00,-1.191068548761256229e+00,-1.182787679328790142e+00,-5.743431225575481580e-01,-5.660622531250789624e-01,-3.828628092317989395e-01,-3.745819397993279676e-01,-2.421434864043801038e-01,-2.338626169719100201e-01
6.287625418060200033e+00,-1.182489256870165928e+00,-1.173830242944411850e+00,-5.723031157392175494e-01,-5.636441018134612513e-01,-3.798964721197346517e-01,-3.712374581939774654e-01,-2.389486829369698029e-01,-2.302896690112137268e-01
6.321070234113712161e+00,-1.173945678979499752e+00,-1.164891219096957142e+00,-5.702678681120465498e-01,-5.612134082294999438e-01,-3.769474364711724590e-01,-3.678929765886274073e-01,-2.357848342788264606e-01,-2.267303743962802987e-01
6.354515050167223400e+00,-1.165438945574142737e+00,-1.155970942948749913e+00,-5.682374446199824902e-01,-5.587694419945856694e-01,-3.740164976086741699e-01,-3.645484949832764610e-01,-2.326530059708846743e-01,-2.231850033454874094e-01
6.387959866220735528e+00,-1.156970228577418158e+00,-1.147069755892267118e+00,-5.662119112760235495e-01,-5.563114385908713988e-01,-3.711044860630761111e-01,-3.612040133779257367e-01,-2.295543039234686500e-01,-2.196538312383158331e-01
6.421404682274246767e+00,-1.148540742682628624e+00,-1.138188005623370413e+00,-5.641913351812841704e-01,-5.538385981220219634e-01,-3.682122688318374415e-01,-3.578595317725750125e-01,-2.264898757287709952e-01,-2.161371386695079000e-01
6.454849498327758894e+00,-1.140151746682053435e+00,-1.129326046211903467e+00,-5.621757845443691171e-01,-5.513500840742180387e-01,-3.653407506373742564e-01,-3.545150501672234000e-01,-2.234609119704606961e-01,-2.126352115003096177e-01
6.488294314381271022e+00,-1.131804544785843580e+00,-1.120484238169456637e+00,-5.601653287010683879e-01,-5.488450220846781136e-01,-3.624908751782605076e-01,-3.511705685618724537e-01,-2.204686475229049591e-01,-2.091483409065146848e-01
6.521739130434782261e+00,-1.123500487922298063e+00,-1.111662948513890914e+00,-5.581600381343678752e-01,-5.463224987259580612e-01,-3.596636263649304333e-01,-3.478260869565201752e-01,-2.175143628314086808e-01,-2.056768234229995329e-01
6.555183946488294389e+00,-1.115240975009733848e+00,-1.102862550830392419e+00,-5.561599844947815452e-01,-5.437815603154383393e-01,-3.568600295305124348e-01,-3.444816053511694509e-01,-2.145993851637821859e-01,-2.022209609844385358e-01
6.588628762541805628e+00,-1.107027454189052351e+00,-1.094083425328692405e+00,-5.541652406210015869e-01,-5.412212117606396422e-01,-3.540811526061788950e-01,-3.411371237458185046e-01,-2.117250898222322597e-01,-1.987810609618700930e-01
6.622073578595317755e+00,-1.098861424004649479e+00,-1.085325958896085297e+00,-5.521758805608656395e-01,-5.386404154522996812e-01,-3.513281072490337387e-01,-3.377926421404664481e-01,-2.088929013033176130e-01,-1.953574361947505444e-01
6.655518394648828995e+00,-1.090744434520026784e+00,-1.076590545145935218e+00,-5.501919795926637491e-01,-5.360380902185690744e-01,-3.486020499092101765e-01,-3.344481605351166120e-01,-2.061042943922488657e-01,-1.919504050181544130e-01
6.688963210702341122e+00,-1.082678088352855728e+00,-1.067877584461242257e+00,-5.482136142467457507e-01,-5.334131103551300601e-01,-3.459041828213802461e-01,-3.311036789297652216e-01,-2.033607951763451993e-01,-1.885602912847290646e-01
6.722408026755852362e+00,-1.074664041612790166e+00,-1.059187484032916293e+00,-5.462408623274790376e-01,-5.307643047476029441e-01,-3.432357549042908129e-01,-3.277591973244133872e-01,-2.006639819608975195e-01,-1.851874243810214260e-01
6.755852842809364489e+00,-1.066704004723626253e+00,-1.050520657892325405e+00,-5.442738029355014273e-01,-5.280904561041981360e-01,-3.405980625503650661e-01,-3.244147157190622188e-01,-1.980154860690626073e-01,-1.818321392377584278e-01
6.789297658862875728e+00,-1.058799743109807956e+00,-1.041877526937710741e+00,-5.423125164903264128e-01,-5.253903003182263109e-01,-3.379924502858100421e-01,-3.210702341137110505e-01,-1.954169925057707147e-01,-1.784947763336706128e-01
6.822742474916387856e+00,-1.050953077725571783e+00,-1.033258518954031091e+00,-5.403570847532455090e-01,-5.226625259817028191e-01,-3.354203112799014619e-01,-3.177257525083607703e-01,-1.928702404639659473e-01,-1.751756816924230353e-01
6.856187290969899095e+00,-1.043165885403387172e+00,-1.024664068625777080e+00,-5.384075908505747687e-01,-5.199057740729626786e-01,-3.328830876806203598e-01,-3.143812709030096020e-01,-1.903770236498045776e-01,-1.718752068721915993e-01
6.889632107023411223e+00,-1.035440098996732061e+00,-1.016094617542303791e+00,-5.364641192972017247e-01,-5.171186378427710117e-01,-3.303822707520902568e-01,-3.110367892976575455e-01,-1.879391904018727910e-01,-1.685937089474414119e-01
6.923076923076922462e+00,-1.027777707290703058e+00,-1.007550614195193317e+00,-5.345267560204669532e-01,-5.142996629249541041e-01,-3.279194007878198924e-01,-3.076923076923057110e-01,-1.855586435779297272e-01,-1.653315504824155457e-01
6.956521739130434590e+00,-1.020180754652597166e+00,-9.990325139671734078e-01,-5.325955883843480620e-01,-5.114473476989209733e-01,-3.254960667723847401e-01,-3.043478260869554308e-01,-1.832373401812952274e-01,-1.620890994958668063e-01
6.989966555183945829e+00,-1.012651340393375454e+00,-9.905407791120801608e-01,-5.306707052139618686e-01,-5.085601439326643547e-01,-3.231139057629013323e-01,-3.010033444816053727e-01,-1.809772906978099893e-01,-1.588667294165122534e-01
7.023411371237457956e+00,-1.005191617809982452e+00,-9.820758787253582867e-01,-5.287521968203725553e-01,-5.056364577357468360e-01,-3.207746019608794796e-01,-2.976588628762530941e-01,-1.787805581133570243e-01,-1.556648190287310829e-01
7.056856187290969196e+00,-9.978037928778888954e-01,-9.736382887045891277e-01,-5.268401550257073573e-01,-5.026746508524062573e-01,-3.184798854442043581e-01,-2.943143812709010376e-01,-1.766492565812787241e-01,-1.524837524079771800e-01
7.090301003344481323e+00,-9.904901225629700878e-01,-9.652284916995084174e-01,-5.249346731885651263e-01,-4.996730423251010134e-01,-3.162315305290155365e-01,-2.909698996655500913e-01,-1.745855497088544261e-01,-1.493239188453896471e-01
7.123745819397992562e+00,-9.832529127221333320e-01,-9.568469770510051875e-01,-5.230358462297194366e-01,-4.966299105585899598e-01,-3.140313537313289549e-01,-2.876254180601988120e-01,-1.725916484322146394e-01,-1.461857127610840523e-01
7.157190635451504690e+00,-9.760945155628960590e-01,-9.484942407185504853e-01,-5.211437706581084628e-01,-4.935434958137633332e-01,-3.118812112991954377e-01,-2.842809364548485318e-01,-1.706698084499379542e-01,-1.430695336055919364e-01
7.190635451505016817e+00,-9.690173266336499225e-01,-9.401707851955347639e-01,-5.192585445971080738e-01,-4.904120031589904727e-01,-3.097829962876148535e-01,-2.809364548494981406e-01,-1.688223271870457065e-01,-1.399757857489267732e-01
7.224080267558528057e+00,-9.620237813185581466e-01,-9.318771194119592760e-01,-5.173802678110612785e-01,-4.872336059044599654e-01,-3.077386351507467310e-01,-2.775919732441483045e-01,-1.670515402633518942e-01,-1.369048783567492489e-01
7.257525083612040184e+00,-9.551163508140853020e-01,-9.236137586240084074e-01,-5.155090417320870033e-01,-4.840064495420076662e-01,-3.057500838288759182e-01,-2.742474916387945827e-01,-1.653598174432034940e-01,-1.338572252531226026e-01
7.290969899665551424e+00,-9.482975375681661490e-01,-9.153812242899022067e-01,-5.136449694871267901e-01,-4.807286562088612936e-01,-3.038193233117090220e-01,-2.709030100334461899e-01,-1.637495580475951673e-01,-1.308332447693278944e-01
7.324414715719063551e+00,-9.415698701679191540e-01,-9.071800439316011211e-01,-5.117881559252384083e-01,-4.773983296889168226e-01,-3.019483546644148309e-01,-2.675585284280939113e-01,-1.622231858145883887e-01,-1.278333595782659149e-01
7.357859531772574790e+00,-9.349358976677609734e-01,-8.990107509817856224e-01,-5.099387076451115108e-01,-4.740135609591348276e-01,-3.001391935087186491e-01,-2.642140468227426320e-01,-1.607831431999077187e-01,-1.248579965139299253e-01
7.391304347826086918e+00,-9.283981833567278574e-01,-8.908738846157053803e-01,-5.080967330228041146e-01,-4.705724342817794170e-01,-2.983938639584162722e-01,-2.608695652173909085e-01,-1.594318851165332784e-01,-1.219075863755076927e-01
7.424749163879598157e+00,-9.219592979718118642e-01,-8.827699895673659647e-01,-5.062623422396772543e-01,-4.670730338352293565e-01,-2.967143920164876381e-01,-2.575250836120404063e-01,-1.581718721200953137e-01,-1.189825637156465277e-01
7.458193979933110285e+00,-9.156218123729914504e-01,-8.746996159296743789e-01,-5.044356473105108263e-01,-4.635134508671919784e-01,-2.951027984500081969e-01,-2.541806020066877947e-01,-1.570055630557928295e-01,-1.160833666124724273e-01
7.491638795986621524e+00,-9.093882897054677006e-01,-8.666633189380950064e-01,-5.026167621117918483e-01,-4.598917913444173777e-01,-2.935610911687109859e-01,-2.508361204013371815e-01,-1.559354071923388929e-01,-1.132104364249630901e-01
7.525083612040133652e+00,-9.032612770851190520e-01,-8.586616587374659160e-01,-5.008058024101488259e-01,-4.562061840624939135e-01,-2.920912571436408145e-01,-2.474916387959870123e-01,-1.549638358789843240e-01,-1.103642175313276352e-01
7.558528428093644891e+00,-8.972432968542073395e-01,-8.506952001316127054e-01,-4.990028858909162368e-01,-4.524547891683202705e-01,-2.906952539132309221e-01,-2.441471571906358440e-01,-1.540932537726561469e-01,-1.075451570500581822e-01
7.591973244147157018e+00,-8.913368374657675286e-01,-8.427645123154965390e-01,-4.972081321868082604e-01,-4.486358070365354944e-01,-2.893750007355559983e-01,-2.408026755852841205e-01,-1.533260296936764799e-01,-1.047537045434021596e-01
7.625418060200668258e+00,-8.855443440664109156e-01,-8.348701685896101621e-01,-4.954216629066744426e-01,-4.447474874298721348e-01,-2.881323694567340388e-01,-2.374581939799326191e-01,-1.526644871798036318e-01,-1.019903117029987705e-01
7.658862876254180385e+00,-8.798682088583487104e-01,-8.270127460564498101e-01,-4.936436016643248603e-01,-4.407881388624248498e-01,-2.869691751764802401e-01,-2.341137123745822279e-01,-1.521108948194429544e-01,-9.925543201754216671e-02
7.692307692307691624e+00,-8.743107613318034099e-01,-8.191928252989227888e-01,-4.918740741073707179e-01,-4.367561380744874322e-01,-2.858871668021142343e-01,-2.307692307692302824e-01,-1.516674564552030757e-01,-9.654952042231823572e-02
7.725752508361203752e+00,-8.688742584682778158e-01,-8.114109900405817033e-01,-4.901132079460999158e-01,-4.326499395184020269e-01,-2.848880175915773361e-01,-2.274247491638796692e-01,-1.513363013582997851e-01,-9.387303293060078602e-02
7.759197324414714991e+00,-8.635608750229754049e-01,-8.036678267877251924e-01,-4.883611329822971081e-01,-4.284680847470451193e-01,-2.839733157937801566e-01,-2.240802675585283898e-01,-1.511194744821507951e-01,-9.122642624689769608e-02
7.792642140468227119e+00,-8.583726940007434525e-01,-7.959639244533649460e-01,-4.866179811380340059e-01,-4.242092115906557215e-01,-2.831445555005558390e-01,-2.207357859531775546e-01,-1.510189269095325582e-01,-8.861015736215227534e-02
7.826086956521738358e+00,-8.533116974436828484e-01,-7.882998739632568475e-01,-4.848838864843568741e-01,-4.198720630039293189e-01,-2.824031278282551627e-01,-2.173913043478249429e-01,-1.510365066115003652e-01,-8.602468313107136666e-02
7.859531772575250486e+00,-8.483797576499514381e-01,-7.806762678441514502e-01,-4.831589852698454646e-01,-4.154554954640439224e-01,-2.817503125482778703e-01,-2.140468227424743297e-01,-1.511739496376315328e-01,-8.347045983182843631e-02
7.892976588628762613e+00,-8.435786289419077155e-01,-7.730936997946319389e-01,-4.814434159490194043e-01,-4.109584868017414072e-01,-2.811872702844023797e-01,-2.107023411371226063e-01,-1.514328718557650388e-01,-8.094794270848537643e-02
